id,type,term,sense,translation,example_de,example_en,levels,part_of_speech,native_frequency_rating,native_frequency_label,native_frequency_notes,rated_by,rated_at,corpus_rank,register,regional_labels,contexts,tags,gender,plural,genitive_singular,is_reflexive,is_separable,auxiliary,present_er_sie_es,praeteritum,partizip_ii,valency,collocations,synonyms,antonyms,false_friends,source_name,source_url,review_status
503,word,Kunde,person who buys goods or services from a shop/business,"customer; client",Einen Moment bitte. Ich habe eine Kundin.,One moment please. I have a (female) customer.,A1,noun,4,high,Commercial customer service noun,curator,2026-03-28,210,standard,DACH,"shopping;work","noun;commerce",masculine,Kunden,Kunden,FALSE,FALSE,,,,,,none,"Kunden bedienen; neue Kunden gewinnen","Käufer; Klient; Mandant",Verkäufer,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
504,word,Kundin,female purchaser of goods or client of a service,"customer (female); client",Einen Moment bitte. Ich habe eine Kundin.,One moment please. I have a customer.,A1,noun,4,high,Retail and commercial client noun,curator,2026-03-28,260,standard,DACH,"shopping;work","noun;commerce",feminine,Kundinnen,Kundin,FALSE,FALSE,,,,,,none,"eine Kundin bedienen; Königin Kundin","Käuferin; Klientin",Kunde,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
505,word,Kurs,series of educational lessons or lectures,"course; class",Der Deutschkurs geht bis zum Sommer.,The German course runs until the summer.,A1,noun,4,high,Educational study and training noun,curator,2026-03-28,260,standard,DACH,"education;learning","noun;education",masculine,Kurse,Kurses,FALSE,FALSE,,,,,,none,"einen Deutschkurs machen; sich für einen Kurs anmelden","Lehrgang; Unterrichtskurs",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
506,word,Kurstag,day on which a course session takes place,"class day; course day",Morgen ist der letzte Kurstag.,Tomorrow is the last day of the course.,A1,noun,3,medium,Educational schedule noun,curator,2026-03-28,820,standard,DACH,"education;calendar","noun;time",masculine,Kurstage,Kurstages,FALSE,FALSE,,,,,,none,"am ersten Kurstag; jeder Kurstag",Unterrichtstag,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
507,word,kurz,measuring a small distance or brief period of duration,"short; brief",Ricardo hat kurzes Haar.,Ricardo has short hair.,A1,adjective,5,very high,Core temporal and spatial dimension adjective,curator,2026-03-28,62,standard,DACH,"description;time","adjective;;",,,FALSE,FALSE,,,,,,none,"kurze Haare; vor kurzem; kurz warten","knapp; bündig; flüchtig",lang,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
508,word,lachen,to express mirth or amusement with vocal sounds,to laugh,Die Kinder lachen viel.,The children laugh a lot.,A1,verb,5,very high,Core emotional expression verb,curator,2026-03-28,190,standard,DACH,"feelings;social","verb;;",,,FALSE,FALSE,haben,lacht,lachte,gelacht,"intransitive; über + Akkusativ","laut lachen; über einen Witz lachen","kichern; schmunzeln",weinen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
509,word,Laden,commercial establishment selling retail goods,"shop; store",Im Buchladen können Sie Bücher kaufen.,In the bookstore you can buy books.,A1,noun,4,high,Retail and commerce noun,curator,2026-03-28,240,standard,DACH,"shopping;business","noun;commerce",masculine,Läden,Ladens,FALSE,FALSE,,,,,,none,"in den Laden gehen; kleiner Laden","Geschäft; Kaufhaus",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
510,word,Land,sovereign geographical territory or the countryside,"country; state; countryside",Italien ist ein schönes Land.,Italy is a beautiful country.,A1,noun,5,very high,Fundamental geographic and political noun,curator,2026-03-28,42,standard,DACH,"geography;travel","noun;geography",neuter,Länder,Landes,FALSE,FALSE,,,,,,none,"ein schönes Land; auf dem Land leben","Staat; Region; Landschaft",Stadt,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
511,word,lang,measuring a considerable spatial or physical distance,long,Die Jeans ist zu lang.,The jeans are too long.,A1,adjective,5,very high,Core physical measurement adjective,curator,2026-03-28,68,standard,DACH,"description;measurements","adjective;;",,,FALSE,FALSE,,,,,,none,"zu lang sein; zwei Meter lang",ausgedehnt,kurz,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
512,word,lange,extending over a substantial duration of time,"for a long time; long",Wie lange fährt der Zug von Hamburg nach Berlin?,How long does the train take from Hamburg to Berlin?,A1,adverb,5,very high,Core temporal duration adverb,curator,2026-03-28,75,standard,DACH,"time;general","adverb;time;;",,,FALSE,FALSE,,,,,,none,"wie lange; schon lange; noch lange","langwierig; dauerhaft",kurz,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
513,word,langsam,"moving or operating at a low speed; unhurried","slow; slowly",Könnten Sie bitte etwas langsamer sprechen?,Could you please speak a little more slowly?,A1,adjective,4,high,Core speed and communication manner adjective/adverb,curator,2026-03-28,210,standard,DACH,"general;communication","adjective;adverb;;",,,FALSE,FALSE,,,,,,none,"langsam sprechen; langsamer fahren","gemächlich; träge","schnell; rasch",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
514,word,laufen,to move rapidly on foot or go on foot,"to run; to walk",Ich möchte nicht Auto fahren ich möchte laufen.,"I do not want to drive, I want to walk.",A1,verb,5,very high,Core physical locomotion verb,curator,2026-03-28,110,standard,DACH,"movement;daily life","verb;;",,,FALSE,FALSE,sein,läuft,lief,gelaufen,"intransitive; nach + Dativ","zu Fuß laufen; schnell laufen","gehen; rennen; joggen","stehen; fahren",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
515,word,laut,"producing a high volume of sound; noisy","loud; loudly",Nicht so laut! Das Baby schläft.,Not so loud! The baby is sleeping.,A1,adjective,4,high,Acoustic property adjective/adverb,curator,2026-03-28,260,standard,DACH,"sensory;general","adjective;adverb;;",,,FALSE,FALSE,,,,,,none,"laut sprechen; laute Musik","geräuschvoll; lärmend","leise; still",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
516,word,leben,to be alive or reside in a specified location,"to live; to reside",Sie lebt bei ihrer Schwester. / Ihre Eltern leben nicht mehr.,She lives with her sister. / Her parents are no longer alive.,A1,verb,5,very high,Fundamental biological and residential verb,curator,2026-03-28,45,standard,DACH,"personal;housing","verb;;",,,FALSE,FALSE,haben,lebt,lebte,gelebt,"intransitive; in/bei + Dativ","in Berlin leben; lange leben","wohnen; existieren","sterben; tot sein",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
517,word,Leben,state of organic existence or human experience,life,Das Leben in diesem Land ist teuer.,Life in this country is expensive.,A1,noun,5,very high,Core philosophical and societal noun,curator,2026-03-28,62,standard,DACH,"personal;society",noun,neuter,,Lebens,FALSE,FALSE,,,,,,none,"das tägliche Leben; am Leben sein","Dasein; Existenz","Tod; Sterben",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
518,word,Lebensmittel,substances taken in as food and sustenance,"groceries; foodstuffs; food",Lebensmittel bekommen Sie im Supermarkt.,You can get groceries at the supermarket.,A1,noun,4,high,Core grocery shopping noun,curator,2026-03-28,410,standard,DACH,"food;shopping","noun;food",plural only,Lebensmittel,Lebensmittel,FALSE,FALSE,,,,,,none,"Lebensmittel einkaufen; frische Lebensmittel","Nahrungsmittel; Esswaren",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
519,word,ledig,not married or legally bound in matrimony,"single; unmarried",Sind Sie verheiratet? - Nein. Ledig.,Are you married? - No. Single.,A1,adjective,4,high,Official marital status adjective,curator,2026-03-28,780,standard,DACH,"identity;official forms","adjective;;",,,FALSE,FALSE,,,,,,none,"Familienstand ledig; ledig sein","unverheiratet; ehelos",verheiratet,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
520,word,legen,to place or put an object into a horizontal position,"to lay; to put; to place",Legen Sie das Buch auf den Tisch.,Put the book on the table.,A1,verb,4,high,Core spatial placement action verb,curator,2026-03-28,140,standard,DACH,"daily life;spatial","verb;;",,,FALSE,FALSE,haben,legt,legte,gelegt,+ Akkusativ + Direktiv,"auf den Tisch legen; sich ins Bett legen","platzieren; hinlegen","stellen; aufstehen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
521,word,Lehrer,person whose profession is instructing pupils/students,"teacher; instructor",Unsere Deutschlehrerin heißt Frau Müller.,Our (female) German teacher is named Mrs. Müller.,A1,noun,5,very high,Core educational profession noun,curator,2026-03-28,210,standard,DACH,"education;professions","noun;professions",masculine,Lehrer,Lehrers,FALSE,FALSE,,,,,,none,"der Deutschlehrer; die Lehrerin fragen","Lehrkraft; Pädagoge",Schüler,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
522,word,Lehrerin,female teacher or educator,teacher (female),Unsere Deutschlehrerin heißt Frau Müller.,Our German teacher is named Mrs. Müller.,A1,noun,5,very high,Core school education noun,curator,2026-03-28,240,standard,DACH,"education;professions","noun;education",feminine,Lehrerinnen,Lehrerin,FALSE,FALSE,,,,,,none,"die Lehrerin fragen; nette Lehrerin","Pädagogin; Lehrkraft",Lehrer,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
523,word,leicht,having little weight or presenting little difficulty,"light (weight); easy",Der Koffer ist leicht. / Deutsch ist nicht leicht.,The suitcase is light. / German is not easy.,A1,adjective,5,very high,Core descriptive physical and mental adjective,curator,2026-03-28,95,standard,DACH,"general;description","adjective;;",,,FALSE,FALSE,,,,,,none,"ganz leicht; leicht fallen; leichter Koffer","einfach; mühelos; gewichtslos","schwer; schwierig",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
524,word,leider,expressing regret,"unfortunately; regrettably",Leider kann ich nicht kommen. Ich muss zum Arzt.,Unfortunately I cannot come. I have to go to the doctor.,A1,adverb,5,very high,Core conversational polite regret adverb,curator,2026-03-28,88,standard,DACH,"communication;social","adverb;;",,,FALSE,FALSE,,,,,,none,"leider nicht; leider wahr; tut mir leid","bedauerlicherweise; unglücklicherweise","glücklicherweise; zum Glück",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
525,word,leise,"making little sound; soft; subdued","quiet; softly; low",Seid leise. Die anderen schlafen schon.,Be quiet. The others are already sleeping.,A1,adjective,4,high,Core acoustic volume adjective/adverb,curator,2026-03-28,290,standard,DACH,"sensory;general","adjective;adverb;;",,,FALSE,FALSE,,,,,,none,"leise sprechen; leise sein; bitte leise","still; ruhig; sanft",laut,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
526,word,Lektüre,material intended for reading or act of reading,"reading; reading material",Ich habe gute Lektüre für die Zugfahrt.,I have good reading material for the train ride.,A1,noun,3,medium,Books print media and leisure noun,curator,2026-03-28,680,standard,DACH,"media;reading","noun;culture",feminine,Lektüren,Lektüre,FALSE,FALSE,,,,,,none,"spannende Lektüre; Lektüre und Presse","Lesestoff; Buch; Lektüre lesen",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
527,word,lernen,to gain knowledge or skill through study,"to learn; to study",Wie lange lernen Sie schon Deutsch?,How long have you been learning German?,A1,verb,5,very high,Core educational activity verb,curator,2026-03-28,90,standard,DACH,"education;language","verb;education;;",,,FALSE,FALSE,haben,lernt,lernte,gelernt,"+ Akkusativ; intransitive","Deutsch lernen; für die Schule lernen","studieren; einprägen; büffeln","lehren; vergessen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
528,word,lesen,to interpret written words or read printed text,to read,Ich lese ein Buch von García Márquez.,I am reading a book by García Márquez.,A1,verb,5,very high,Fundamental literacy and leisure verb,curator,2026-03-28,82,standard,DACH,"media;education","verb;;",,,FALSE,FALSE,haben,liest,las,gelesen,"+ Akkusativ; intransitive","Zeitung lesen; ein Buch lesen","schmökern; durchlesen",schreiben,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
529,word,letzt-,"coming after all others in time or order; most recent","last; latest",Morgen ist der letzte Kurstag.,Tomorrow is the last day of the course.,A1,adjective,5,very high,Core ordinal and temporal sequence adjective,curator,2026-03-28,42,standard,DACH,"time;general","adjective;;",,,FALSE,FALSE,,,,,,none,"letzte Woche; letztes Jahr; zum letzten Mal","vergangen; final; allerletzte",erst-,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
530,word,Leute,human beings in general or plural persons,people,In der Disko sind viele Leute.,There are many people in the disco.,A1,noun,5,very high,Everyday collective social noun,curator,2026-03-28,78,standard,DACH,"social;society","noun;people",plural only,Leute,Leute,FALSE,FALSE,,,,,,none,"viele Leute; nette Leute; junge Leute","Menschen; Personen",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
531,word,Licht,natural or artificial illumination that stimulates sight,light,Wo macht man hier das Licht an?,Where do you turn on the light here?,A1,noun,5,very high,Core physical and household noun,curator,2026-03-28,140,standard,DACH,"household;general",noun,neuter,Lichter,Lichtes,FALSE,FALSE,,,,,,none,"das Licht anmachen; das Licht ausmachen","Beleuchtung; Helligkeit","Dunkelheit; Finsternis",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
532,word,lieb-,"dear or beloved; epistolary salutation",dear,"Liebe Susanne, lieber Hans,","Dear Susanne, dear Hans,",A1,adjective,5,very high,Core salutation and emotional adjective,curator,2026-03-28,68,standard,DACH,"communication;feelings","adjective;;",,,FALSE,FALSE,,,,,,none,"liebe Grüße; lieber Freund","geschätzt; teuer; herzlich","böse; gehasst",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
533,word,lieben,to feel deep affection or romantic love for someone,to love,Ich liebe dich!,I love you!,A1,verb,5,very high,Core emotion verb,curator,2026-03-28,110,standard,DACH,"feelings;personal","verb;;",,,FALSE,FALSE,haben,liebt,liebte,geliebt,+ Akkusativ,"von Herzen lieben; jemanden lieben","verehren; gernhaben",hassen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
534,word,lieber,"expressing preference; rather","rather; preferably",Sie fährt lieber mit der Bahn.,She prefers traveling by train.,A1,adverb,5,very high,Comparative preference adverb,curator,2026-03-28,72,standard,DACH,"general;preference","adverb;;",,,FALSE,FALSE,,,,,,none,"lieber wollen; lieber machen; ich möchte lieber","eher; vorzugsweise",ungern,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
535,word,Lieblings-,element forming compound nouns denoting favourite,favorite,Mein Lieblingsfilm ist Schwarze Augen.,My favorite movie is 'Black Eyes'.,A1,prefix,4,high,Personal preference compound prefix,curator,2026-03-28,340,standard,DACH,"general;personal","prefix;;",,,FALSE,FALSE,,,,,,none,"Lieblingsessen; Lieblingsfarbe; Lieblingslied","bevorzugt; favorisiert",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
536,word,Lied,short musical composition with words,song,Welches ist dein Lieblingslied?,Which one is your favorite song?,A1,noun,4,high,Music and arts noun,curator,2026-03-28,290,standard,DACH,"leisure;music","noun;culture",neuter,Lieder,Liedes,FALSE,FALSE,,,,,,none,"ein Lied singen; ein schönes Lied","Song; Musikstück; Gesang",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
537,word,liegen,"to rest in a horizontal position; to be situated","to lie; to be situated",Um neun Uhr liegt Judith noch im Bett. / Frankfurt liegt am Main.,At nine o'clock Judith is still lying in bed. / Frankfurt is situated on the Main.,A1,verb,5,very high,Fundamental stative locative verb,curator,2026-03-28,48,standard,DACH,"spatial;geography","verb;;",,,FALSE,FALSE,haben,liegt,lag,gelegen,"intransitive; in/an/auf + Dativ","im Bett liegen; am Fluss liegen","sich befinden; ruhen","stehen; aufstehen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
538,word,links,on or towards the left-hand side,"left; on the left",Gehen Sie die nächste Straße links.,Take the next street on the left.,A1,adverb,5,very high,Core spatial direction adverb,curator,2026-03-28,140,standard,DACH,"spatial;directions","adverb;directions;;",,,FALSE,FALSE,,,,,,none,"nach links abbiegen; auf der linken Seite",linker Hand,rechts,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
